REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Pennsylvania,2010,40,X,0.703292,X,X,X,X,X,X,122,64,17347
States,Pennsylvania,2010,41,X,0.910726,X,X,X,X,X,X,157,64,17239
States,Pennsylvania,2010,42,X,0.881081,X,X,X,X,X,X,161,64,18273
States,Pennsylvania,2010,43,X,0.72118,X,X,X,X,X,X,133,65,18442
States,Pennsylvania,2010,44,X,0.991455,X,X,X,X,X,X,181,66,18256
States,Pennsylvania,2010,45,X,1.03377,X,X,X,X,X,X,184,63,17799
States,Pennsylvania,2010,46,X,0.946337,X,X,X,X,X,X,170,60,17964
States,Pennsylvania,2010,47,X,1.10846,X,X,X,X,X,X,144,67,12991
States,Pennsylvania,2010,48,X,1.20878,X,X,X,X,X,X,217,65,17952
States,Pennsylvania,2010,49,X,1.22407,X,X,X,X,X,X,203,61,16584
States,Pennsylvania,2010,50,X,1.35668,X,X,X,X,X,X,196,58,14447
States,Pennsylvania,2010,51,X,2.00375,X,X,X,X,X,X,214,55,10680
States,Pennsylvania,2010,52,X,2.38516,X,X,X,X,X,X,243,56,10188
States,Pennsylvania,2011,1,X,2.10846,X,X,X,X,X,X,257,56,12189
States,Pennsylvania,2011,2,X,2.3239,X,X,X,X,X,X,322,61,13856
States,Pennsylvania,2011,3,X,2.72705,X,X,X,X,X,X,439,64,16098
States,Pennsylvania,2011,4,X,4.04659,X,X,X,X,X,X,681,61,16829
States,Pennsylvania,2011,5,X,4.37266,X,X,X,X,X,X,758,65,17335
States,Pennsylvania,2011,6,X,3.74081,X,X,X,X,X,X,687,60,18365
States,Pennsylvania,2011,7,X,3.61821,X,X,X,X,X,X,663,62,18324
States,Pennsylvania,2011,8,X,3.40457,X,X,X,X,X,X,591,59,17359
States,Pennsylvania,2011,9,X,2.91082,X,X,X,X,X,X,485,57,16662
States,Pennsylvania,2011,10,X,2.76817,X,X,X,X,X,X,368,54,13294
States,Pennsylvania,2011,11,X,2.01834,X,X,X,X,X,X,328,57,16251
States,Pennsylvania,2011,12,X,1.58492,X,X,X,X,X,X,253,50,15963
States,Pennsylvania,2011,13,X,1.55592,X,X,X,X,X,X,244,50,15682
States,Pennsylvania,2011,14,X,1.68153,X,X,X,X,X,X,264,49,15700
States,Pennsylvania,2011,15,X,1.41556,X,X,X,X,X,X,213,48,15047
States,Pennsylvania,2011,16,X,0.970285,X,X,X,X,X,X,144,49,14841
States,Pennsylvania,2011,17,X,0.976213,X,X,X,X,X,X,142,46,14546
States,Pennsylvania,2011,18,X,1.03274,X,X,X,X,X,X,141,43,13653
States,Pennsylvania,2011,19,X,0.996843,X,X,X,X,X,X,120,41,12038
States,Pennsylvania,2011,20,X,1.0065,X,X,X,X,X,X,113,40,11227
States,Pennsylvania,2011,21,X,0.862225,X,X,X,X,X,X,95,40,11018
States,Pennsylvania,2011,22,X,1.004,X,X,X,X,X,X,98,38,9761
States,Pennsylvania,2011,23,X,1.02332,X,X,X,X,X,X,111,36,10847
States,Pennsylvania,2011,24,X,0.697869,X,X,X,X,X,X,75,37,10747
States,Pennsylvania,2011,25,X,0.810081,X,X,X,X,X,X,81,37,9999
States,Pennsylvania,2011,26,X,0.624086,X,X,X,X,X,X,64,37,10255
States,Pennsylvania,2011,27,X,0.821396,X,X,X,X,X,X,82,38,9983
States,Pennsylvania,2011,28,X,0.538529,X,X,X,X,X,X,55,34,10213
States,Pennsylvania,2011,29,X,0.599161,X,X,X,X,X,X,60,34,10014
States,Pennsylvania,2011,30,X,0.527498,X,X,X,X,X,X,54,34,10237
States,Pennsylvania,2011,31,X,0.519427,X,X,X,X,X,X,50,31,9626
States,Pennsylvania,2011,32,X,0.628995,X,X,X,X,X,X,62,34,9857
States,Pennsylvania,2011,33,X,0.575717,X,X,X,X,X,X,56,32,9727
States,Pennsylvania,2011,34,X,0.47421,X,X,X,X,X,X,57,34,12020
States,Pennsylvania,2011,35,X,0.530273,X,X,X,X,X,X,67,37,12635
States,Pennsylvania,2011,36,X,0.614539,X,X,X,X,X,X,76,38,12367
States,Pennsylvania,2011,37,X,0.815472,X,X,X,X,X,X,113,38,13857
States,Pennsylvania,2011,38,X,0.978735,X,X,X,X,X,X,139,38,14202
States,Pennsylvania,2011,39,X,0.778919,X,X,X,X,X,X,188,39,24136
States,Pennsylvania,2011,40,X,0.728934,X,X,X,X,X,X,150,59,20578
States,Pennsylvania,2011,41,X,0.819881,X,X,X,X,X,X,161,59,19637
States,Pennsylvania,2011,42,X,0.806645,X,X,X,X,X,X,168,62,20827
States,Pennsylvania,2011,43,X,0.905021,X,X,X,X,X,X,186,61,20552
States,Pennsylvania,2011,44,X,0.980066,X,X,X,X,X,X,206,63,21019
States,Pennsylvania,2011,45,X,1.04828,X,X,X,X,X,X,228,64,21750
States,Pennsylvania,2011,46,X,0.979103,X,X,X,X,X,X,201,62,20529
States,Pennsylvania,2011,47,X,1.32165,X,X,X,X,X,X,193,63,14603
States,Pennsylvania,2011,48,X,1.17903,X,X,X,X,X,X,217,61,18405
States,Pennsylvania,2011,49,X,1.00654,X,X,X,X,X,X,180,62,17883
States,Pennsylvania,2011,50,X,1.19955,X,X,X,X,X,X,192,60,16006
States,Pennsylvania,2011,51,X,1.62257,X,X,X,X,X,X,203,55,12511
States,Pennsylvania,2011,52,X,2.10624,X,X,X,X,X,X,228,59,10825
States,Pennsylvania,2012,1,X,1.59839,X,X,X,X,X,X,183,56,11449
States,Pennsylvania,2012,2,X,1.50271,X,X,X,X,X,X,205,57,13642
States,Pennsylvania,2012,3,X,1.36725,X,X,X,X,X,X,201,58,14701
States,Pennsylvania,2012,4,X,1.29824,X,X,X,X,X,X,217,57,16715
States,Pennsylvania,2012,5,X,1.33236,X,X,X,X,X,X,219,57,16437
States,Pennsylvania,2012,6,X,1.34819,X,X,X,X,X,X,236,55,17505
States,Pennsylvania,2012,7,X,1.29395,X,X,X,X,X,X,230,56,17775
States,Pennsylvania,2012,8,X,1.35975,X,X,X,X,X,X,232,55,17062
States,Pennsylvania,2012,9,X,1.31392,X,X,X,X,X,X,213,53,16211
States,Pennsylvania,2012,10,X,1.29178,X,X,X,X,X,X,172,53,13315
States,Pennsylvania,2012,11,X,1.34998,X,X,X,X,X,X,199,54,14741
States,Pennsylvania,2012,12,X,1.21647,X,X,X,X,X,X,205,53,16852
States,Pennsylvania,2012,13,X,1.2839,X,X,X,X,X,X,214,54,16668
States,Pennsylvania,2012,14,X,1.23981,X,X,X,X,X,X,184,51,14841
States,Pennsylvania,2012,15,X,1.16576,X,X,X,X,X,X,196,53,16813
States,Pennsylvania,2012,16,X,1.12786,X,X,X,X,X,X,193,52,17112
States,Pennsylvania,2012,17,X,0.904811,X,X,X,X,X,X,148,51,16357
States,Pennsylvania,2012,18,X,0.9398,X,X,X,X,X,X,143,50,15216
States,Pennsylvania,2012,19,X,1.00174,X,X,X,X,X,X,127,47,12678
States,Pennsylvania,2012,20,X,0.932164,X,X,X,X,X,X,119,45,12766
States,Pennsylvania,2012,21,X,0.843332,X,X,X,X,X,X,97,43,11502
States,Pennsylvania,2012,22,X,0.757161,X,X,X,X,X,X,83,42,10962
States,Pennsylvania,2012,23,X,0.630327,X,X,X,X,X,X,71,41,11264
States,Pennsylvania,2012,24,X,0.573596,X,X,X,X,X,X,62,39,10809
States,Pennsylvania,2012,25,X,0.721046,X,X,X,X,X,X,64,37,8876
States,Pennsylvania,2012,26,X,0.632436,X,X,X,X,X,X,59,34,9329
States,Pennsylvania,2012,27,X,0.502219,X,X,X,X,X,X,43,37,8562
States,Pennsylvania,2012,28,X,0.514166,X,X,X,X,X,X,49,36,9530
States,Pennsylvania,2012,29,X,0.612574,X,X,X,X,X,X,57,36,9305
States,Pennsylvania,2012,30,X,0.758871,X,X,X,X,X,X,71,36,9356
States,Pennsylvania,2012,31,X,0.581916,X,X,X,X,X,X,52,35,8936
States,Pennsylvania,2012,32,X,0.505439,X,X,X,X,X,X,46,34,9101
States,Pennsylvania,2012,33,X,0.610094,X,X,X,X,X,X,55,34,9015
States,Pennsylvania,2012,34,X,0.738168,X,X,X,X,X,X,68,34,9212
States,Pennsylvania,2012,35,X,0.559332,X,X,X,X,X,X,65,40,11621
States,Pennsylvania,2012,36,X,0.603787,X,X,X,X,X,X,66,38,10931
States,Pennsylvania,2012,37,X,0.855201,X,X,X,X,X,X,117,41,13681
States,Pennsylvania,2012,38,X,0.707461,X,X,X,X,X,X,97,40,13711
States,Pennsylvania,2012,39,X,0.774148,X,X,X,X,X,X,109,40,14080
States,Pennsylvania,2012,40,X,1.03218,X,X,X,X,X,X,213,65,20636
States,Pennsylvania,2012,41,X,0.870406,X,X,X,X,X,X,171,62,19646
States,Pennsylvania,2012,42,X,1.10987,X,X,X,X,X,X,219,62,19732
States,Pennsylvania,2012,43,X,0.969937,X,X,X,X,X,X,201,64,20723
States,Pennsylvania,2012,44,X,1.25516,X,X,X,X,X,X,213,63,16970
States,Pennsylvania,2012,45,X,1.16348,X,X,X,X,X,X,235,63,20198
States,Pennsylvania,2012,46,X,1.20353,X,X,X,X,X,X,236,61,19609
States,Pennsylvania,2012,47,X,1.46221,X,X,X,X,X,X,208,65,14225
States,Pennsylvania,2012,48,X,1.42684,X,X,X,X,X,X,282,62,19764
States,Pennsylvania,2012,49,X,2.06708,X,X,X,X,X,X,424,61,20512
States,Pennsylvania,2012,50,X,3.22581,X,X,X,X,X,X,566,57,17546
States,Pennsylvania,2012,51,X,4.09585,X,X,X,X,X,X,629,55,15357
States,Pennsylvania,2012,52,X,6.06691,X,X,X,X,X,X,642,57,10582
States,Pennsylvania,2013,1,X,4.19815,X,X,X,X,X,X,539,59,12839
States,Pennsylvania,2013,2,X,4.30241,X,X,X,X,X,X,762,60,17711
States,Pennsylvania,2013,3,X,4.96328,X,X,X,X,X,X,892,61,17972
States,Pennsylvania,2013,4,X,3.63506,X,X,X,X,X,X,608,57,16726
States,Pennsylvania,2013,5,X,2.72834,X,X,X,X,X,X,486,60,17813
States,Pennsylvania,2013,6,X,2.49063,X,X,X,X,X,X,412,55,16542
States,Pennsylvania,2013,7,X,2.98393,X,X,X,X,X,X,507,56,16991
States,Pennsylvania,2013,8,X,2.50669,X,X,X,X,X,X,431,56,17194
States,Pennsylvania,2013,9,X,2.56207,X,X,X,X,X,X,452,58,17642
States,Pennsylvania,2013,10,X,2.57542,X,X,X,X,X,X,350,53,13590
States,Pennsylvania,2013,11,X,2.65614,X,X,X,X,X,X,387,50,14570
States,Pennsylvania,2013,12,X,2.23717,X,X,X,X,X,X,296,51,13231
States,Pennsylvania,2013,13,X,1.71415,X,X,X,X,X,X,222,51,12951
States,Pennsylvania,2013,14,X,1.58031,X,X,X,X,X,X,226,50,14301
States,Pennsylvania,2013,15,X,1.28509,X,X,X,X,X,X,179,47,13929
States,Pennsylvania,2013,16,X,1.05755,X,X,X,X,X,X,154,48,14562
States,Pennsylvania,2013,17,X,0.915316,X,X,X,X,X,X,135,47,14749
States,Pennsylvania,2013,18,X,0.8909,X,X,X,X,X,X,126,45,14143
States,Pennsylvania,2013,19,X,0.847587,X,X,X,X,X,X,111,45,13096
States,Pennsylvania,2013,20,X,0.738477,X,X,X,X,X,X,87,43,11781
States,Pennsylvania,2013,21,X,0.885559,X,X,X,X,X,X,91,42,10276
States,Pennsylvania,2013,22,X,0.960036,X,X,X,X,X,X,86,42,8958
States,Pennsylvania,2013,23,X,0.76053,X,X,X,X,X,X,78,42,10256
States,Pennsylvania,2013,24,X,0.845819,X,X,X,X,X,X,70,38,8276
States,Pennsylvania,2013,25,X,0.614092,X,X,X,X,X,X,57,41,9282
States,Pennsylvania,2013,26,X,0.604195,X,X,X,X,X,X,53,38,8772
States,Pennsylvania,2013,27,X,0.542846,X,X,X,X,X,X,42,39,7737
States,Pennsylvania,2013,28,X,0.611897,X,X,X,X,X,X,61,41,9969
States,Pennsylvania,2013,29,X,0.437613,X,X,X,X,X,X,41,39,9369
States,Pennsylvania,2013,30,X,0.417275,X,X,X,X,X,X,40,39,9586
States,Pennsylvania,2013,31,X,0.563116,X,X,X,X,X,X,48,39,8524
States,Pennsylvania,2013,32,X,0.570278,X,X,X,X,X,X,51,34,8943
States,Pennsylvania,2013,33,X,0.571367,X,X,X,X,X,X,53,34,9276
States,Pennsylvania,2013,34,X,0.403464,X,X,X,X,X,X,41,35,10162
States,Pennsylvania,2013,35,X,0.36554,X,X,X,X,X,X,44,34,12037
States,Pennsylvania,2013,36,X,0.475082,X,X,X,X,X,X,51,34,10735
States,Pennsylvania,2013,37,X,0.66058,X,X,X,X,X,X,89,35,13473
States,Pennsylvania,2013,38,X,0.72715,X,X,X,X,X,X,86,33,11827
States,Pennsylvania,2013,39,X,0.607761,X,X,X,X,X,X,78,33,12834
States,Pennsylvania,2013,40,X,0.754364,X,X,X,X,X,X,137,55,18161
States,Pennsylvania,2013,41,X,0.826735,X,X,X,X,X,X,142,52,17176
States,Pennsylvania,2013,42,X,0.711153,X,X,X,X,X,X,120,54,16874
States,Pennsylvania,2013,43,X,0.794165,X,X,X,X,X,X,147,55,18510
States,Pennsylvania,2013,44,X,0.829274,X,X,X,X,X,X,143,53,17244
States,Pennsylvania,2013,45,X,0.773813,X,X,X,X,X,X,139,51,17963
States,Pennsylvania,2013,46,X,0.887462,X,X,X,X,X,X,141,49,15888
States,Pennsylvania,2013,47,X,0.725484,X,X,X,X,X,X,118,50,16265
States,Pennsylvania,2013,48,X,1.01918,X,X,X,X,X,X,85,45,8340
States,Pennsylvania,2013,49,X,1.0175,X,X,X,X,X,X,164,51,16118
States,Pennsylvania,2013,50,X,1.20732,X,X,X,X,X,X,157,49,13004
States,Pennsylvania,2013,51,X,1.83724,X,X,X,X,X,X,177,46,9634
States,Pennsylvania,2013,52,X,3.10234,X,X,X,X,X,X,231,45,7446
States,Pennsylvania,2014,1,X,3.24514,X,X,X,X,X,X,222,47,6841
States,Pennsylvania,2014,2,X,2.83613,X,X,X,X,X,X,243,45,8568
States,Pennsylvania,2014,3,X,2.71894,X,X,X,X,X,X,335,47,12321
States,Pennsylvania,2014,4,X,3.07744,X,X,X,X,X,X,366,48,11893
States,Pennsylvania,2014,5,X,2.83049,X,X,X,X,X,X,352,48,12436
States,Pennsylvania,2014,6,X,2.51665,X,X,X,X,X,X,291,45,11563
States,Pennsylvania,2014,7,X,1.97179,X,X,X,X,X,X,260,48,13186
States,Pennsylvania,2014,8,X,1.78917,X,X,X,X,X,X,268,49,14979
States,Pennsylvania,2014,9,X,1.69503,X,X,X,X,X,X,247,46,14572
States,Pennsylvania,2014,10,X,1.46823,X,X,X,X,X,X,192,48,13077
States,Pennsylvania,2014,11,X,1.5927,X,X,X,X,X,X,192,44,12055
States,Pennsylvania,2014,12,X,1.54725,X,X,X,X,X,X,195,47,12603
States,Pennsylvania,2014,13,X,1.75439,X,X,X,X,X,X,192,42,10944
States,Pennsylvania,2014,14,X,1.90891,X,X,X,X,X,X,254,41,13306
States,Pennsylvania,2014,15,X,1.53094,X,X,X,X,X,X,216,41,14109
States,Pennsylvania,2014,16,X,1.22532,X,X,X,X,X,X,157,42,12813
States,Pennsylvania,2014,17,X,1.14736,X,X,X,X,X,X,134,38,11679
States,Pennsylvania,2014,18,X,0.950616,X,X,X,X,X,X,118,39,12413
States,Pennsylvania,2014,19,X,1.24791,X,X,X,X,X,X,142,38,11379
States,Pennsylvania,2014,20,X,1.27145,X,X,X,X,X,X,123,33,9674
States,Pennsylvania,2014,21,X,1.25712,X,X,X,X,X,X,128,34,10182
States,Pennsylvania,2014,22,X,1.13383,X,X,X,X,X,X,112,34,9878
States,Pennsylvania,2014,23,X,1.21124,X,X,X,X,X,X,125,32,10320
States,Pennsylvania,2014,24,X,0.914125,X,X,X,X,X,X,104,34,11377
States,Pennsylvania,2014,25,X,0.874445,X,X,X,X,X,X,67,28,7662
States,Pennsylvania,2014,26,X,0.938584,X,X,X,X,X,X,92,29,9802
States,Pennsylvania,2014,27,X,0.806452,X,X,X,X,X,X,57,26,7068
States,Pennsylvania,2014,28,X,0.876469,X,X,X,X,X,X,85,29,9698
States,Pennsylvania,2014,29,X,0.613497,X,X,X,X,X,X,56,28,9128
States,Pennsylvania,2014,30,X,0.930445,X,X,X,X,X,X,61,22,6556
States,Pennsylvania,2014,31,X,1.01355,X,X,X,X,X,X,92,28,9077
States,Pennsylvania,2014,32,X,0.454042,X,X,X,X,X,X,41,30,9030
States,Pennsylvania,2014,33,X,0.778042,X,X,X,X,X,X,72,30,9254
States,Pennsylvania,2014,34,X,0.693241,X,X,X,X,X,X,68,29,9809
States,Pennsylvania,2014,35,X,0.67996,X,X,X,X,X,X,74,30,10883
States,Pennsylvania,2014,36,X,0.777068,X,X,X,X,X,X,90,31,11582
States,Pennsylvania,2014,37,X,0.929671,X,X,X,X,X,X,131,32,14091
States,Pennsylvania,2014,38,X,1.2626,X,X,X,X,X,X,149,28,11801
States,Pennsylvania,2014,39,X,1.06503,X,X,X,X,X,X,151,30,14178
States,Pennsylvania,2014,40,X,0.937714,X,X,X,X,X,X,137,38,14610
States,Pennsylvania,2014,41,X,1.1936,X,X,X,X,X,X,159,40,13321
States,Pennsylvania,2014,42,X,1.01448,X,X,X,X,X,X,166,45,16363
States,Pennsylvania,2014,43,X,1.1704,X,X,X,X,X,X,195,46,16661
States,Pennsylvania,2014,44,X,1.08301,X,X,X,X,X,X,170,47,15697
States,Pennsylvania,2014,45,X,1.18687,X,X,X,X,X,X,204,47,17188
States,Pennsylvania,2014,46,X,1.21473,X,X,X,X,X,X,217,50,17864
States,Pennsylvania,2014,47,X,1.43141,X,X,X,X,X,X,223,47,15579
States,Pennsylvania,2014,48,X,2.25854,X,X,X,X,X,X,246,45,10892
States,Pennsylvania,2014,49,X,1.7612,X,X,X,X,X,X,290,45,16466
States,Pennsylvania,2014,50,X,2.75217,X,X,X,X,X,X,424,45,15406
States,Pennsylvania,2014,51,X,4.4293,X,X,X,X,X,X,676,45,15262
States,Pennsylvania,2014,52,X,7.0306,X,X,X,X,X,X,756,45,10753
States,Pennsylvania,2014,53,X,6.34131,X,X,X,X,X,X,625,43,9856
States,Pennsylvania,2015,1,X,4.48301,X,X,X,X,X,X,558,44,12447
States,Pennsylvania,2015,2,X,3.79356,X,X,X,X,X,X,577,46,15210
States,Pennsylvania,2015,3,X,5.3234,X,X,X,X,X,X,893,47,16775
States,Pennsylvania,2015,4,X,4.86334,X,X,X,X,X,X,774,45,15915
States,Pennsylvania,2015,5,X,4.2072,X,X,X,X,X,X,666,43,15830
States,Pennsylvania,2015,6,X,2.83557,X,X,X,X,X,X,477,47,16822
States,Pennsylvania,2015,7,X,2.58566,X,X,X,X,X,X,366,41,14155
States,Pennsylvania,2015,8,X,1.974,X,X,X,X,X,X,331,55,16768
